"Id","Name","Acronym","Description","URL","Location","Country","Latitude","Longitude","Head of collection","Contact","National node","Withdrawn","Parent collection","Sub collections","Biobank","Biobank label","Network","Combined_network","Also known in","Type","Data categories","Order of magnitude","Size","Categories","Timestamp","Number of donors","Order of magnitude donors","Sex","Diagnosis available","Age low","Age high","Age unit","Facts","Materials","Storage temperatures","Body part examined","Imaging modality","Image dataset type","Collaboration commercial","Collaboration non for profit","Data use","Available for commercial use","Fee-based access to","Access via join projects to","Access description","Access uri","PD/SOP","Quality","Combined quality"
"bbmri-eric:ID:IT_1382783556249610:collection:1444717329716938","B.B.O.P.","BBOP","The Paediatric Oncology BioBank (B.B.O.P.) is aimed at the collection, analysis, conservation and distribution of biological samples relating to paediatric oncological pathologies (leukaemia and non-leukaemia), for the purpose of advanced diagnosis of paediatric oncological pathology and scientific research.. The B.B.O.P. proposes to: to enable the diagnosis of paediatric patients suffering from paediatric oncological pathologies through the analysis of samples belonging to the Paediatric Oncohaematology Laboratory of Padua, and the integration of clinical, morphological, cytofluorimetric and molecular data, thus providing important information for the most suitable treatment of the patient to facilitate scientific research, providing researchers with data relevant for their research and with samples..",,,"Italy",,,,"emanuela.giarin@unipd.it","Italy","false",,,"Banca Biologica Oncologica Pediatrica","Banca Biologica Oncologica Pediatrica","BBMRI.it Network","BBMRI.it Network",,"Case-Control,Disease specific,Prospective study,Sample collection","Genealogical records","10.000 - 100.000","4","Population Reference","2021-05-21T14:06:00Z",,,"Male,Female",,,,"Year",,"Cell lines,DNA,Plasma,Serum,Tissue (frozen),RNA,cDNA / mRNA,Peripheral blood cells,Buffy Coat","2°C to 10°C,-18°C to -35°C,-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false",,"Samples",,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1382965524316631:collection:1444717339490516","Collection all samples","IGG-GB collection","The most representative disorders are:. Genetic disorders affecting the metabolism and the white matter . Chromosome disorders (Down s., Ring chromosome 14 s., Cri du chat s. and Isodicentric 15 chromosome). Neurological diseases (Fragile X s., Mowat Wilson s. and Dravet s.). Overgrowth syndromes (Sotos s.)",,,"Italy","44.3910699","8.9893807",,"domenicocoviello@gaslini.org","Italy","false",,,"Biobanca del Laboratorio di Genetica Umana","Biobanca del Laboratorio di Genetica Umana","BBMRI.it Network,Telethon Network of Genetic Biobanks,RD_Connect_IT","RD_Connect_IT,BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Other,Disease specific","Other,Biological samples,Genealogical records","10.000 - 100.000","26814","Nervous System Disorders,Paediatrics,Autoimmune Diseases,Oncology,Metabolic Disorders","2021-04-08T13:14:42Z",,,"Male,Female,Unknown","Malignant neoplasm of colon,Malignant melanoma of skin,Multiple myeloma and malignant plasma cell neoplasms,Benign neoplasm of colon, rectum, anus and anal canal,Other aplastic anaemias,Disorders of aromatic amino-acid metabolism,Other disorders of carbohydrate metabolism,Disorders of lipoprotein metabolism and other lipidaemias,Cystic fibrosis,Pervasive developmental disorders,Other degenerative diseases of basal ganglia,Epilepsy,Other retinal disorders,Disorders of tooth development and eruption,Myositis,Anencephaly and similar malformations,Other congenital malformations of face and neck,Other congenital malformations of intestine,Cystic kidney disease,Other congenital malformations of limb(s),Osteochondrodysplasia with defects of growth of tubular bones and spine,Epidermolysis bullosa,Phakomatoses, not elsewhere classified,Down syndrome,Other trisomies and partial trisomies of the autosomes, not elsewhere classified,Balanced rearrangements and structural markers, not elsewhere classified,Other chromosome abnormalities, not elsewhere classified,Immunodeficiency associated with other major defects,Other disorders of pancreatic internal secretion,Adrenogenital disorders,Deficiency of other B group vitamins,Disorders of glycosaminoglycan metabolism,Disorders of purine and pyrimidine metabolism,Unspecified mental retardation","-1","99","Year",,"Cell lines,DNA,Serum,RNA,Whole Blood,Peripheral blood cells","2°C to 10°C,-18°C to -35°C,-60°C to -80°C,Liquid Nitrogen","HEART","Magnetic Resonance",,"false","true",,"false","Data,Samples","Samples,Data","Sample request management is fully handled through the IT infrastructure shared by all the TNGB partners. . Users can select the samples of interest by browsing the TNGB catalogue available at http://biobanknetwork. telethon.it/. Users online registration is mandatory to submit requests of samples. All requests are collected in a Request Control Panel where all biobank directors (i.e., Network Board) can review the requests on the basis of the access rules and priority criteria stated in the TNGB Charter. Once the request has been approved by the Network Board, the TNGB coordination office assigns it to the sample-holding biobank’s staff, who will send a “Material Transfer Agreement” form for acceptance of the TNGB policy..","http://biobanknetwork.telethon.it/Pages/View/Catalogue","Data processing PD/SOP,Sample processing PD/SOP,Data transport PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1383047508168267:collection:1444717360015607","Amyotrophic lateral sclerosis",,"Collection of muscle and DNA from amyotrophic lateral sclerosis",,"Padua","Italy",,,"elena.pegoraro@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Other,Rare disease collection,Sample collection","Other","1000 - 10.000","1870","Rare Disease,Nervous System Disorders","2024-11-15T10:28:00Z",,,"Male,Female","Spinal muscular atrophy and related syndromes - Motor neuron disease","23","88","Year",,"Other,DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:1a48472823f64c7593875577481b03de","Myotonic dystrophy",,"Collection of muscle and DNA from patients with myotonic dystrophy",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection","Biological samples","100 - 1000","355","Rare Disease,Nervous System Disorders",,,,,"Myotonic disorders",,,"Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:44679605314845c9afec6836be83fd51","Alterations of mitochondrial DNA",,"Congenital defects of mitochondrial oxidative phosphorylation due to alterations of mitochondrial DNA",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection,Sample collection","Biological samples","10 - 100","46","Rare Disease",,,,"Male,Female",,,,"Year",,"Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:638e58f20ed1405bbe2b59897300367a","Carrier of Becker muscular distrophy",,"Collection of muscle and DNA from carriers of Duchenne muscular distrophy",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection,Sample collection","Biological samples","10 - 100","24","Rare Disease,Paediatrics,Nervous System Disorders",,"13","10 - 100","Female","Primary disorders of muscles - Muscular dystrophy","1","88","Year",,"DNA,Tissue (frozen)",,,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:6ae43f0d210547258a78192a5fe39841","Polymyositis",,"Collection of muscle and DNA from patients with polymyositis",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection,Rare disease collection","Biological samples","10 - 100","47","Rare Disease",,,,"Female,Male","Dermatopolymyositis - Polymyositis",,,"Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:9676d18ed1ca444faacb9cf417cf9079","Glycogenosis",,"Collection of muscle and DNA from patients with defective glycogen metabolism",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection,Rare disease collection","Biological samples","100 - 1000","186","Rare Disease,Metabolic Disorders",,,,"Male,Female","Other disorders of carbohydrate metabolism - Glycogen storage disease",,,"Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:9e0223d10adc453799f9a5ac5c5a1c49","Inclusion body myositis",,"Collection of muscle and DNA from inclusion body myositis patients",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection,Sample collection","Biological samples","10 - 100","28","Rare Disease",,,,"Male,Female","Other myositis",,,"Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:ad09d61bdbb34a589c2452042cb8d838","Carriers of Duchenne muscular distrophy",,"Collection of muscle and DNA from carriers of DMD",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection","Biological samples","100 - 1000","159","Rare Disease,Paediatrics,Nervous System Disorders",,"69","10 - 100","Female","Primary disorders of muscles - Muscular dystrophy","1","88","Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:bb28179e62514e5c949e8a404a797b96","Spinocerebellar diseases",,"Collection of muscle and DNA from spinocerebellar diseases",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection","Biological samples","10 - 100","34","Nervous System Disorders",,,,"Female,Male","Other hereditary ataxias",,,"Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:dafdc810237345369fdef33266822e47","Muscular dystrophies",,"Collection of muscle and DNA from muscular dystrophies diseases, such as Duchenne and Becker muscular dystrophy.",,,"Italy",,,"elena.pegoraro@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection","Biological samples","100 - 1000","906","Rare Disease,Paediatrics,Nervous System Disorders",,,,"Female,Male","Primary disorders of muscles - Muscular dystrophy","1","88","Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:dfa7dac9e1364dd7b01b79dff40afc23","Congenital miopathies",,"Collection of muscle and DNA from congenital miopathies.",,,"Italy",,,,"sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection","Biological samples","100 - 1000","157","Rare Disease,Paediatrics,Nervous System Disorders",,,,,"Primary disorders of muscles - Congenital myopathies","1","88","Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:f91d156e6b174b23a83c715792d23ec0","Spinal muscular atrophies",,"Collection of muscle and DNA from spinal muscular atrophies",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Sample collection","Biological samples","100 - 1000","343","Rare Disease,Paediatrics,Nervous System Disorders",,,,"Female,Male","Infantile spinal muscular atrophy, type I [Werdnig-Hoffman],Other inherited spinal muscular atrophy","1","88","Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383047508168267:collection:fa71aeacf493407da50d85770afd398f","Dermatomyositis",,"Collection of muscle and DNA from patients with dermatomyositis",,,"Italy",,,"sara.vianello@unipd.it","sara.vianello@unipd.it","Italy","false",,,"Banca Neuromuscolare di Tessuti e DNA","Banca Neuromuscolare di Tessuti e DNA","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection,Sample collection","Biological samples","10 - 100","67","Rare Disease",,,,,"Dermatopolymyositis - Other dermatomyositis",,,"Year",,"DNA,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1383130755736614:collection:1444717390871796","Breast Cancer","BC","A collection of samples (serum, urine) collected between 2008 and 2010 within a research project on breast cancer metabolomic by NMR have been transferred to the biobank in 2012. Samples from 60 healthy donors are part of the collection.",,,"Italy",,,,"daveb@csavri.unifi.it","Italy","false",,,"da Vinci European BioBank","da Vinci European BioBank","BBMRI.it Network","BBMRI.it Network",,"Disease specific","Medical records,Physiological/Biochemical measurements,Biological samples","1000 - 10.000","670","Rare Disease,Oncology","2021-04-08T13:14:42Z",,"1000 - 10.000","Male,Female","Malignant neoplasm of breast","18","99","Year",,"Serum,Urine","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data","After browsing the public daVEB database at the link https://www.davincieuropeanbiobank.org/public_search/davebtables/search.html, applicants should  contact the biobank to get more information,and then fill in a form describing types and number of the required samples, scientific project, project sustainability, expected results, ethics aspects etc.. . The daVEB Technical and Scientific Committee and Ethics Committee will consider the proposed study for approval, referring to the original authorization to sample transfer in the daVEB repository. In the scientific evaluation of the project, if necessary, it is foreseen to consult external referees. In case of positive evaluation, an economic quotation is sent (covering shipping and partial cost recovery). No patient samples or data are sold for profit.",,,,"Accredited/Certified by accredited body"
